Title,Year,Google_Users,Google user ratings,movie description
Up,2009,"['89% liked this film', 'Google users']",[],"['Description', ""Carl, an old widower, goes off on an adventure in his flying house in search of Paradise Falls, his wife's dream destination.""]"
Ne Zha,2019,"['93% liked this film', 'Google users']","['4.8', '914 ratings']","['Description', 'The Primus extracts a Mixed Yuan Bead into a spirit bead and a demon bead. The spirit bead can be reincarnated in human to help King Zhou establish a new dynasty, the demon bead will create a devil and harm human. Ne Zha is the one who should be spirit bead hero but he becomes a devil incarnate, because the spirit bead and the demon bead is switched.']"
F9: The Fast Saga,2021,"['86% liked this film', 'Google users']","['3.1', '17653 ratings']","['Description', 'Dom Toretto is living the quiet life off the grid with Letty and his son, but they know that danger always lurks just over the peaceful horizon. This time, that threat forces Dom to confront the sins of his past to save those he loves most. His crew soon comes together to stop a world-shattering plo', ""t by the most skilled assassin and high-performance driver they've ever encountered -- Dom's forsaken brother."", '…&nbsp;', 'MORE']"
Gravity,2013,"['85% liked this film', 'Google users']","['3.9', '1365 ratings']","['Description', 'On an outer space mission, Dr Ryan Stone, an engineer, and Matt Kowalski, an astronaut, are hit by high-speed space debris. As the situation gets dire, Stone, the lone survivor, rises to the occasion.']"
Captain America: The Winter Soldier,2014,"['86% liked this film', 'Google users']","['4.7', '1582 ratings']","['Description', 'As Steve Rogers adapts to the complexities of a contemporary world, he joins Natasha Romanoff and Sam Wilson in his mission to uncover the secret behind a deadly, mysterious assassin.']"
The Twilight Saga: Breaking Dawn - Part 1,2011,"['84% liked this film', 'Google users']","['4.5', '661 ratings']","['Description', 'After consummating her marriage with Edward, Bella realises that she has become pregnant with a child that is half-human, half-vampire. Further, the unborn child has many enemies in the outside world.']"
The Twilight Saga: New Moon,2009,"['87% liked this film', 'Google users']","['4.4', '736 ratings']","['Description', ""When Edward realises that Bella's safety is threatened because of him, he leaves her and moves away. She ends up finding solace in Jacob Black, a werewolf.""]"
Dawn of the Planet of the Apes,2014,"['87% liked this film', 'Google users']","['4.6', '329 ratings']","['Description', 'Caesar, a chimpanzee and leader of the evolved apes, allows a human family into his territory. However, due to a vindictive bonobo, misunderstandings arise between the two species, resulting in war.']"
Transformers,2007,"['84% liked this film', 'Google users']","['4.6', '950 ratings']","['Description', 'The noble Autobots and Decepticons, two intergalactic races of robots, crash land on Earth. They battle for Allspark, the ultimate power source, whose location is held by Sam.']"
The Amazing Spider-Man 2,2014,"['81% liked this film', 'Google users']","['4.3', '1814 ratings']","['Description', 'Spider-Man embarks on a mission to protect his loved ones when OsCorp, owned by his childhood friend Harry Osborn, unleashes a slew of genetically-modified villains against him.']"
It,2017,"['85% liked this film', 'Google users']","['4.5', '5040 ratings']","['Description', 'Seven helpless and bullied children are forced to face their worst nightmares when Pennywise, a shape-shifting clown, reappears. The clown, an ancient evil torments children before feeding on them.']"
Interstellar,2014,"['94% liked this film', 'Google users']","['4.9', '13807 ratings']","['Description', 'When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.']"
The Wandering Earth,2019,"['75% liked this film', 'Google users']","['4.1', '494 ratings']","['Description', ""When the sun dies out, the people of Earth build giant thrusters to move the planet out of orbit and sail to a new star system. After 2,500 years, young people continue the fight for everyone's survival.""]"
The Twilight Saga: Eclipse,2010,"['87% liked this film', 'Google users']","['4.5', '583 ratings']","['Description', 'High school student Bella is haunted by the revengeful vampire Victoria. Amid this, she is coerced to deal with her graduation and a crucial choice between love and friendship.']"
Mission: Impossible - Ghost Protocol,2011,"['91% liked this film', 'Google users']","['4.7', '370 ratings']","['Description', 'When the IMF is wrongly accused of bombing the Kremlin, Ethan and his team race against time to find the real culprits and clear the reputation of their organisation.']"
The Hunger Games,2012,"['86% liked this film', 'Google users']","['4.6', '2614 ratings']","['Description', 'Katniss volunteers to replace her sister in a tournament that ends only when one participant remains. Pitted against contestants who have trained for this all their life, she has little to rely on.']"
Detective Chinatown 3,2021,[],[],[]
Mission: Impossible - Rogue Nation,2015,"['89% liked this film', 'Google users']","['4.7', '390 ratings']","['Description', 'With the IMF disbanded and the CIA hunting him, Ethan and his team race against time to prove the existence of the Syndicate, a highly-skilled terror organisation, before they plan their next attack.']"
Forrest Gump,1994,"['94% liked this film', 'Google users']","['4.9', '6395 ratings']","['Description', 'Forrest, a man with low IQ, recounts the early years of his life when he found himself in the middle of key historical events. All he wants now is to be reunited with his childhood sweetheart, Jenny.']"
Doctor Strange,2016,"['86% liked this film', 'Google users']","['4.7', '2002 ratings']","['Description', 'In an accident, Stephen Strange, a famous neurosurgeon, loses the ability to use his hands. He goes to visit the mysterious Ancient One to heal himself and becomes a great sorcerer under her tutelage.']"
The Sixth Sense,1999,"['91% liked this film', 'Google users']","['4.7', '1137 ratings']","['Description', 'Malcolm Crowe, a child psychologist, starts treating a young boy who acts as a medium of communication between the former and a slew of unhappy spirits.']"
Man of Steel,2013,"['80% liked this film', 'Google users']","['4.6', '2871 ratings']","['Description', 'Clark learns about the source of his abilities and his real home when he enters a Kryptonian ship in the Artic. However, an old enemy follows him to Earth in search of a codex and brings destruction.']"
Ice Age: The Meltdown,2006,"['88% liked this film', 'Google users']","['4.5', '221 ratings']","['Description', 'Manny, Sid and Diego discover that the ice dam protecting the valley they were residing in was about to fall and eventually lead to floods. Soon after, they scamper off to find a safer habitat.']"
Kung Fu Panda 2,2011,"['91% liked this film', 'Google users']","['4.7', '492 ratings']","['Description', 'Dragon Warrior Po takes it upon himself to foil the plans of murderous peacock Shen who intends to conquer China and destroy kung fu. For this, Po has to unveil the mystery of his own past.']"
The Hunger Games: Mockingjay - Part 2,2015,"['84% liked this film', 'Google users']","['4.2', '469 ratings']","['Description', 'After realising that she is no longer fighting for survival, Katniss Everdeen sets out to assassinate the tyrannical President Snow and liberate the people of Panem.']"
Justice League,2017,"['70% liked this film', 'Google users']","['2.6', '769 ratings']","['Description', 'Steppenwolf and his Parademons return after eons to capture Earth. However, Batman seeks the help of Wonder Woman to recruit and assemble Flash, Cyborg and Aquaman to fight the powerful new enemy.']"
Big Hero 6,2014,['Did you like this film?'],[],"['Description', ""Hiro, a robotics prodigy, joins hands with Baymax in order to avenge his brother's death. They then team up with Hiro's friends to form a team of high-tech heroes.""]"
Fantastic Beasts: The Crimes of Grindelwald,2018,"['82% liked this film', 'Google users']","['4.4', '1337 ratings']","['Description', ""Gellert Grindelwald plans to raise an army of wizards to rule over non-magical beings. In response, Newt Scamander's former professor, Albus Dumbledore, seeks his help to stop him.""]"
Pirates of the Caribbean: The Curse of the Black Pearl,2003,"['92% liked this film', 'Google users']","['4.9', '2118 ratings']","['Description', ""A blacksmith joins forces with Captain Jack Sparrow, a pirate, in a bid to free the love of his life from Jack's associates, who kidnapped her suspecting she has the medallion.""]"
Star Wars: Episode II - Attack of the Clones,2002,"['86% liked this film', 'Google users']","['3.8', '1214 ratings']","['Description', 'While pursuing an assassin, Obi Wan uncovers a sinister plot to destroy the Republic. With the fate of the galaxy hanging in the balance, the Jedi must defend the galaxy against the evil Sith.']"
Thor: The Dark World,2013,"['86% liked this film', 'Google users']","['3.9', '963 ratings']","['Description', 'Thor sets out on a journey to defeat Malekith, the leader of the Dark Elves when he returns to Asgard to retrieve a dangerous weapon and fulfill his desire of destroying the Nine Realms.']"
Moana,2016,['Did you like this film?'],"['4.6', '2218 ratings']","['Description', 'Moana, daughter of chief Tui, embarks on a journey to return the heart of goddess Te Fitti from Maui, a demigod, after the plants and the fish on her island start dying due to a blight.']"
