Title,Year,google_use_like,google_use_score,google_use_n_rev,movie_description,imdb_score,rotten_tom_score,metacritic_score,id
Halloween,2018,0.86,0.8,1081.0,"After a narrow escape over four decades ago, Laurie Strode comes face-to-face with Michael Myers after he escapes from captivity. She must confront her worst fears and put an end to his killing spree.",0.6599999999999999,0.79,0.67,Halloween-2018
Us,2019,0.75,0.62,4182.0,"Adelaide Wilson and her family are attacked by mysterious figures dressed in red. Upon closer inspection, the Wilsons realise that the intruders are exact lookalikes of them.",0.6799999999999999,0.93,0.81,Us-2019
Cliffhanger,1993,0.86,0.82,133.0,A mountain ranger haunted by a failed rescue attempt returns to the mountains to help plane crash survivors. He soon learns that they are crooks using him to find the loot scattered near the wreckage.,0.65,0.67,,Cliffhanger-1993
Baahubali 2: The Conclusion,2017,0.81,0.9400000000000001,3674.0,"After learning that his father was brutally killed by Bhallaladeva, Mahendra Baahubali raises an army to defeat him and release his mother from the former's captivity.",0.82,0.86,,Baahubali 2: The Conclusion-2017
Babe,1995,0.83,0.9,182.0,"Babe, an orphaned pig, learns to herd sheep after Arthur Hoggett, a farmer, wins him in a contest at a country fair. However, Rex, Hoggett's lead sheepdog, doesn't like Babe.",0.6799999999999999,0.97,0.83,Babe-1995
Men in Black: International,2019,0.74,0.6,1397.0,"Agent M, a probationary member of the MIB, teams up with Agent H and uncovers a sinister plot that reveals a traitor in the organisation aiding an alien invasion.",0.5599999999999999,0.23,,Men in Black: International-2019
Wild Hogs,2007,0.86,0.8800000000000001,129.0,"Four middle-aged friends decide to rev up their routine lives with a freewheeling road trip, but after a run in with a Mexican motorcycle mob, they are less than eager.",0.58,0.14,,Wild Hogs-2007
High School Musical 3: Senior Year,2008,0.91,0.9400000000000001,313.0,"Troy, Gabriella and their friends are in their senior year and have to make life-changing decisions, which results in them performing a spring musical to express their concerns.",0.49000000000000005,0.63,,High School Musical 3: Senior Year-2008
Hercules,1997,0.88,0.8800000000000001,598.0,"Hercules, son of the Greek god, Zeus, is turned into a half-god, half-mortal by the evil Hades. Hercules discovers his immortal heritage and Zeus tells him to return to Mount Olympus.",0.73,0.84,0.74,Hercules-1997
X-Men: Dark Phoenix,2019,0.72,0.64,1935.0,"After a mishap, Jean Grey is struck by a powerful ray of energy which she absorbs into her body, turning her into an uncontrollable liability for the X-Men.",0.5700000000000001,0.22,,X-Men: Dark Phoenix-2019
True Grit,2010,0.88,0.8800000000000001,258.0,"On a mission to find her father's killer, a 14-year-old girl and the US Marshall she hires are joined by a Texas Ranger. The trio's true grit is tested as they embark on a quest for justice.",0.76,0.95,0.8,True Grit-2010
Bean,1997,0.81,0.9400000000000001,271.0,"Mr Bean, a lazy security guard, is sent to the United States to bring a valued painting to a museum in Los Angeles. The mishaps in his journey lead to comical adventures.",0.65,0.44,,Bean-1997
American Hustle,2013,0.78,0.8400000000000001,291.0,"Con artists Irving and Sydney are forced to work for Richie, an FBI agent, who offers them amnesty. However, they are used for a sting operation that leads to the conviction of prominent people.",0.72,0.92,,American Hustle-2013
Enemy of the State,1998,0.9,0.9199999999999999,172.0,"A videotape containing footage of congressman Phil Hammersley's murder is planted on a lawyer, Robert Dean. Government operatives, who are trying to retrieve the evidence, target him.",0.73,0.72,,Enemy of the State-1998
You've Got Mail,1998,0.89,0.9400000000000001,283.0,"The owner of a bookstore chain meets the owner of a quaint little bookshop online and they fall in love with each other. However, they are unaware that they are actually business rivals.",0.67,0.7,0.57,You've Got Mail-1998
Eragon,2006,0.7,0.7,381.0,"Eragon, a farm boy, stumbles upon a dragon's egg. He befriends the dragon cub and rides it only to realise that he is destined to be a dragon rider who must save his people from an evil king.",0.51,0.16,,Eragon-2006
Brother Bear,2003,0.91,0.96,650.0,"After a bear kills Kenai's older brother, he impulsively kills the bear to take revenge. As a punishment, he gets transformed into a bear and the only way out is to befriend a bear cub named Koda.",0.6799999999999999,0.37,0.48,Brother Bear-2003
The Mask of Zorro,1998,0.89,0.8800000000000001,179.0,"Don De la Vega sets out as the Zorro to avenge his wife's murder and find his daughter. During his mission, he is aided by his successor, Alejandro, who also has his own agenda.",0.6799999999999999,0.83,0.63,The Mask of Zorro-1998
The Ring,2002,0.8,0.82,460.0,"After her niece Katie's horrifying death, Rachel, a young journalist, investigates a mysterious videotape that kills its viewers within a week's time.",0.71,0.71,,The Ring-2002
The Blair Witch Project,1999,0.8,0.6799999999999999,606.0,"Three students decide to go into the Maryland backwoods to cover the mystery behind the Blair Witch incidents. However, they lose their map and things take an unexpected turn.",0.65,0.86,,The Blair Witch Project-1999
Unbreakable,2000,0.86,0.8800000000000001,341.0,"David, a security guard, survives a fatal train accident, only to be tracked down by a man named Elijah Price, who claims that David is blessed with superhuman abilities.",0.73,0.7,,Unbreakable-2000
Journey to the West: The Demons Strike Back,2017,0.8,0.8400000000000001,91.0,"A monk, along with his three disciples, sets out on an expedition to exorcise demonic possessions but realises that he has a lot to learn in order to overcome his shortcomings.",0.54,0.58,,Journey to the West: The Demons Strike Back-2017
Dumb and Dumber,1994,0.87,0.9,505.0,"Two good-hearted but incredibly stupid friends stumble upon a briefcase. Unknown to them, it contains money that is intended for abductors with connections to the mob.",0.73,0.68,,Dumb and Dumber-1994
Glass,2019,0.78,0.78,1259.0,"While David confronts Kevin, a group of armed men intervene. Now locked in a mental facility with Elijah, the two find their superhuman abilities being questioned by Ellie, a secretive psychiatrist.",0.6599999999999999,0.36,,Glass-2019
Grown Ups 2,2013,0.88,0.8800000000000001,804.0,"Lenny Feder moves his family to his hometown and looks forward to spending time with his old friends. However, he and his companions soon face bizarre situations and new enemies.",0.54,0.08,,Grown Ups 2-2013
The Peanuts Movie,2015,0.83,0.96,386.0,"Charlie falls for a red-haired girl, who moves into his neighbourhood, and tries to woo her. Meanwhile, his best friend Snoopy, with the help of his team, sets out to pursue his arch-rival, Red Baron.",0.71,0.87,,The Peanuts Movie-2015
The Godfather,1972,0.93,0.96,3325.0,"Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.",0.9199999999999999,0.97,1.0,The Godfather-1972
Rango,2011,0.86,0.9400000000000001,1288.0,"Rango, a pet chameleon who aspires to be a hero, lands in a drought-affected town plagued by bandits. He claims to be the saviour and makes an attempt to protect it.",0.72,0.88,0.75,Rango-2011
Four Weddings and a Funeral,1994,0.83,0.78,140.0,"Charles, a good-natured young introvert, tries to discover his true love for Carrie as he attends the wedding of four of his friends and a funeral.",0.71,0.96,,Four Weddings and a Funeral-1994
Face/Off,1997,0.89,0.8800000000000001,333.0,"Sean Archer, an FBI Agent, undergoes plastic surgery in order to impersonate and get hold of his son's killer and his arch-enemy, Castor Troy. Trouble brews when Castor begins impersonating Sean.",0.72,0.92,0.82,Face/Off-1997
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,0.7,0.9,291.0,"Shredder joins forces with Baxter, a mad scientist, and two henchmen, Bebop and Rocksteady, to take over the world. Just as the Turtles gear up to combat them, they are faced with the villain Krang.",0.6,0.38,,Teenage Mutant Ninja Turtles: Out of the Shadows-2016
Dark Shadows,2012,0.79,0.8800000000000001,492.0,"Rich playboy Barnabas earns the wrath of Angelique, a witch, when he breaks her heart. She turns him into a vampire and buries him alive. Two centuries later, Barnabas escapes to settle old scores.",0.62,0.35,,Dark Shadows-2012
Dolittle,2020,0.79,0.8,4538.0,"A physician, who can speak with animals, is summoned by the queen to find a cure for her life-threatening disease. Soon, he embarks on a journey with his furry friends in search of a healing tree.",0.5599999999999999,0.14,,Dolittle-2020
Hulk,2003,0.64,0.72,438.0,"Scientist Bruce Banner is exposed to gamma radiation, which has its unique side effect. During his acts of resentments, Bruce transforms into an infuriated green monster.",0.5599999999999999,0.62,0.54,Hulk-2003
Love Actually,2003,0.85,0.86,618.0,Eight London couples try to deal with their relationships in different ways. Their tryst with love makes them discover how complicated relationships can be.,0.76,0.64,,Love Actually-2003
The Bravest,2019,0.81,0.9,100.0,A team of determined firefighters try to overcome their own vulnerabilities while setting out to control the destruction caused by an oil pipeline explosion.,,,,The Bravest-2019
Welcome to the Sticks,2008,0.86,0.9,92.0,"Philippe Abrams helps run the post office in a picturesque small town in the south of France, but he is exiled to the north and must leave his family behind with the firm intent to quickly come back.",0.71,0.67,,Welcome to the Sticks-2008
Back to the Future Part III,1990,0.95,0.9199999999999999,416.0,Marty travels back to 1885 to the Old West where Dr Emmett has fallen madly in love with a local schoolteacher. Marty must get him out of the wild West in order to save him from a premature end.,0.74,0.8,0.55,Back to the Future Part III-1990
Pixels,2015,0.79,0.8800000000000001,1096.0,A special team of arcade gamers is put together to fight a mysterious alien race that watches classic games of the '80s and presumes them to be a declaration of war.,0.55,0.18,0.27,Pixels-2015
Hercules,2014,0.74,0.8400000000000001,240.0,"Hercules travels to Greece with his five loyal companions to sell his services for gold. A warlord threatens the king of Thrace to destroy his kingdom. Worried, the king approaches Hercules for help.",0.6,0.58,0.47,Hercules-2014
Rush Hour,1998,0.93,0.96,517.0,"When a Chinese consul's young daughter is kidnapped, Hong Kong Detective Lee must team up with Carter, a loud-mouthed LA detective. Distinctive work styles and cultural differences pose hiccups.",0.7,0.61,,Rush Hour-1998
Journey to the Center of the Earth,2008,0.85,0.8800000000000001,387.0,"A scientist sets out to search for his missing brother along with his nephew and their mountain guide. However, they stumble upon a mysterious lost world during their journey.",0.58,0.61,,Journey to the Center of the Earth-2008
After Earth,2013,0.7,0.76,554.0,"Kitai and his father Cypher crash-land on Earth a thousand years after cataclysmic events force humans to flee it. After Cypher injures himself, Kitai must tread on an uncharted terrain for help.",0.48,0.11,0.33,After Earth-2013
A Few Good Men,1992,0.91,0.9400000000000001,419.0,"Daniel Kaffee, a US military lawyer, defends two US marines charged with murdering a fellow marine at the Guantanamo Bay Naval Base in Cuba. The needle of suspicion, thus, points to a colonel.",0.77,0.83,,A Few Good Men-1992
Cloudy with a Chance of Meatballs,2009,0.85,0.9199999999999999,451.0,"Flint Lockwood, an inventor who is considered a nuisance, puts his latest invention to work when his town faces an economic crisis. His invention makes him popular until it spirals out of control.",0.6900000000000001,0.86,,Cloudy with a Chance of Meatballs-2009
8 Mile,2002,0.91,0.96,1185.0,Jimmy 'B-Rabbit' Smith is an aspiring rapper with a messed-up life. He must use his rap skills to succeed in a rapping contest as this could be his last chance to get out of the ghetto.,0.71,0.75,,8 Mile-2002
